Edition,Reviews,Ratings,Edition_Year,Price
Твердый,1.0,1,2009,196.0
Твердый,4.2,3,1993,450.0
Твердый,3.7,12,2003,300.0
Твердый,4.4,45,2018,199.0
Твердый,4.3,11,2019,160.0
Твердый,4.4,288,2017,254.0
Твердый,5.0,4,2015,1007.0
Твердый,4.0,1,2016,661.0
Твердый,4.6,15,2003,189.0
Твердый,4.0,2,2016,594.0
Твердый,5.0,4,2005,324.0
Твердый,5.0,1,2017,416.0
Твердый,4.8,10,2006,250.0
Другой,4.3,28,2010,319.0
Твердый,4.3,12,2018,580.17
Твердый,4.0,17,2006,99.0
Твердый,4.6,28,2017,288.0
Твердый,4.6,14,2009,200.0
Твердый,5.0,4,2011,1821.0
Твердый,4.0,3,2018,626.0
Твердый,4.2,39,1984,131.0
Твердый,4.8,8,1996,736.0
Твердый,4.4,22,2016,429.0
Твердый,5.0,2,2012,383.0
Твердый,4.2,17,2017,470.0
Твердый,5.0,3,1998,454.0
Твердый,4.4,483,2017,142.0
Мягкий,4.7,19,2015,724.0
Твердый,5.0,5,2017,1983.0
Твердый,4.0,33,2014,207.0
Твердый,3.9,26,2013,150.0
Твердый,4.5,4,1984,862.0
Твердый,4.4,7,2018,473.09
Твердый,3.9,606,2018,210.0
Твердый,3.9,22,2011,249.0
Твердый,4.8,9,2014,225.0
Твердый,5.0,1,1994,299.0
Твердый,5.0,1,2003,495.0
Твердый,4.4,63,2015,436.68
Твердый,3.0,1,2017,575.0
Мягкий,5.0,1,2016,510.0
Твердый,3.7,113,2015,310.0
Мягкий,4.1,7,2018,366.0
Твердый,5.0,2,2011,247.0
Твердый,4.0,2,2016,314.0
Твердый,4.8,85,2013,310.0
Твердый,5.0,3,2001,149.0
Твердый,3.0,2,2015,625.0
Твердый,3.7,121,2019,156.0
Мягкий,4.3,8,2018,300.0
Твердый,4.7,10,2011,225.0
Твердый,4.3,90,2010,152.0
Мягкий,4.9,14,2009,79.0
Твердый,3.7,11,2015,210.0
Твердый,4.5,2,2013,829.0
Твердый,4.3,4,1989,319.0
Твердый,4.0,1,1986,284.0
Твердый,4.5,60,2016,252.0
Твердый,3.8,13,1992,283.0
Твердый,4.3,22,2006,570.0
Твердый,5.0,2,2012,412.0
Твердый,5.0,1,2016,532.0
Твердый,4.3,74,1999,614.0
Твердый,2.4,2,2014,651.0
Мягкий,5.0,1,2013,3859.0
Мягкий,3.7,6,2015,449.0
Твердый,4.7,30,2019,409.0
Твердый,4.8,24,2013,748.0
Твердый,4.0,1,2017,1107.0
Твердый,4.8,30,2015,790.0
Твердый,4.7,4,2016,739.0
Твердый,4.6,9,2011,359.0
Твердый,4.2,3,1993,450.0
Твердый,3.6,32,2013,280.0
Твердый,4.3,3,2015,239.0
Твердый,3.8,3,2010,2033.0
Твердый,4.6,1416,1998,125.0
Твердый,4.3,12,2014,299.0
Твердый,3.7,16,2008,413.0
Мягкий,4.3,29,2017,999.44
Твердый,4.6,96,2007,132.0
Твердый,4.9,73,2017,288.0
Другой,3.9,46,2019,563.0
Твердый,4.9,10,2016,578.88
Мягкий,3.3,5,2018,539.13
Твердый,4.0,12,2019,479.0
Другой,4.4,2,2012,1120.0
Твердый,5.0,3,2017,413.0
Твердый,1.0,1,2014,249.0
Твердый,4.7,4,2016,115.0
Твердый,4.4,2,2013,245.0
Мягкий,4.2,38,2015,699.0
Твердый,5.0,1,2013,549.0
Твердый,4.2,39,2010,108.0
Твердый,5.0,1,2018,224.0
Твердый,4.6,230,2014,185.0
Твердый,5.0,2,2018,200.0
Твердый,4.4,902,2014,59.0
Твердый,3.8,6,2005,296.0
Твердый,4.6,3,2015,300.0
Твердый,3.7,8,2019,358.0
Твердый,4.7,7,2014,2729.0
Мягкий,3.3,21,2015,175.0
Твердый,4.1,29,2017,295.0
Твердый,4.9,20,2006,542.0
Твердый,4.1,407,2013,227.0
Твердый,5.0,2,2018,322.0
Твердый,3.3,9,2016,421.0
Твердый,3.8,3,2006,399.0
Твердый,3.5,4,2015,319.0
Твердый,3.9,2,2016,452.0
Другой,4.4,960,1986,
Твердый,5.0,1,2018,
Твердый,5.0,4,2011,
Твердый,4.1,11,2016,
Твердый,4.4,9,2011,
Твердый,5.0,2,2013,
Твердый,5.0,1,2019,
Твердый,4.3,117,2012,
Мягкий,4.4,550,2016,
Твердый,4.4,6,2019,
Твердый,3.3,12,2018,
Твердый,5.0,1,2017,
Твердый,4.2,39,2003,
Мягкий,5.0,1,1996,
Твердый,3.0,2,2004,
Твердый,4.3,5,2015,
Мягкий,4.7,558,2014,
Мягкий,5.0,1,2018,
Твердый,3.0,1,2018,
Другой,4.0,2,1985,
Твердый,5.0,2,2017,
Твердый,4.6,45,2015,
Твердый,3.5,2,2017,
Мягкий,4.5,19,2016,
Твердый,4.5,2,2016,
Твердый,4.5,2,2016,
Твердый,4.1,13,1997,
Твердый,4.4,46,2017,
Твердый,4.0,8,2010,
Другой,1.0,1,1991,
Твердый,4.6,3,2011,
Твердый,3.6,32,2013,
Твердый,3.9,5,2015,
Твердый,4.6,48,2019,
Твердый,4.1,8,2016,
Твердый,4.7,4,2005,
Другой,5.0,2,2013,
Твердый,5.0,9,2013,
Мягкий,4.0,2,2014,
Твердый,5.0,1,2017,
Мягкий,5.0,2,2015,
Мягкий,5.0,2,2015,
Твердый,4.5,5,1994,
Твердый,4.4,59,2014,
Твердый,4.4,3,2018,
Твердый,4.5,91,2016,
Твердый,1.0,1,2016,
Твердый,4.7,5,2016,
Твердый,5.0,3,1996,
Твердый,4.1,7,2003,
Твердый,5.0,2,2009,
Твердый,4.2,6,2008,
Твердый,4.0,2,2009,
Твердый,4.2,24,2018,
Твердый,4.6,6,2016,
Твердый,5.0,7,2012,
Мягкий,4.9,11,2019,
Твердый,3.0,1,2016,
Твердый,5.0,1,2018,
Твердый,4.0,1,2018,
Твердый,4.3,71,1995,
Твердый,4.8,9,2017,
Твердый,4.6,3,2005,
Твердый,3.3,3,2015,
Твердый,3.0,1,2016,
Твердый,5.0,3,2004,
Твердый,5.0,1,2018,
Твердый,4.7,9,2017,
Твердый,4.0,38,2017,
Другой,3.8,6,2010,
Твердый,4.2,4,2018,
Твердый,4.4,49,2017,
Твердый,5.0,1,2018,
Твердый,4.2,279,2010,
Твердый,4.0,29,2009,
Твердый,3.2,5,2016,
Твердый,5.0,1,2017,
Твердый,4.5,2,1990,
Твердый,4.5,54,2014,
Твердый,3.0,1,2007,
Твердый,4.0,3,2018,
Твердый,4.7,27,2013,
Твердый,3.6,16,2015,
Твердый,4.5,2,2015,
Твердый,3.9,13,2012,
Мягкий,5.0,1,2013,
Твердый,4.0,5,2015,
Твердый,4.3,18,2000,
Мягкий,5.0,3,2017,
Твердый,3.9,10,2009,
Твердый,4.5,5,2004,
Твердый,4.8,11,2015,
Мягкий,4.3,79,2017,
Твердый,3.4,11,1993,
Твердый,5.0,2,2018,
Твердый,5.0,9,1997,
Мягкий,5.0,1,2015,
Твердый,3.6,156,0,
Мягкий,4.6,349,2018,
Твердый,3.8,10,2011,
Твердый,4.0,2,2014,
Твердый,3.9,20,2019,
Твердый,5.0,1,2011,
Твердый,5.0,1,2018,
Твердый,5.0,2,2011,
Твердый,5.0,2,2017,
Мягкий,4.1,70,2016,
Твердый,5.0,3,2006,
Твердый,3.5,29,2013,
Твердый,5.0,2,2017,
Другой,4.3,12,2005,
Твердый,4.1,9,2019,
Твердый,4.0,2,2014,
Твердый,3.8,16,2016,
Твердый,4.2,20,2007,
Твердый,4.1,9,2017,
Твердый,4.2,28,2016,
Твердый,4.3,22,1996,
Твердый,3.4,9,2013,
Твердый,5.0,3,2007,
Твердый,5.0,2,2008,
Твердый,3.3,5,2017,
Твердый,5.0,4,2014,
Мягкий,5.0,1,2013,
Твердый,4.4,15,2001,
Твердый,4.8,5,2017,
Твердый,4.4,16,2003,
Твердый,3.5,6,2018,
Твердый,4.0,5,2018,
Твердый,4.6,3,2013,
Твердый,1.0,1,2018,
Твердый,5.0,1,2016,
Твердый,4.8,7,2012,
Твердый,5.0,1,1999,
Твердый,4.2,7,2018,
Твердый,4.0,9,2019,
Мягкий,4.4,18,2018,
Твердый,5.0,2,2016,
Твердый,3.9,14,2012,
Твердый,4.5,5,2009,
Твердый,3.7,62,2017,
Твердый,3.7,11,2018,
Твердый,4.7,3,2016,
Твердый,4.4,204,2014,
Твердый,4.5,2,2011,
Мягкий,5.0,1,2008,
Твердый,5.0,1,2016,
Твердый,3.1,3,2011,
Твердый,3.9,421,2016,
Твердый,5.0,2,2003,
Твердый,4.5,29,2016,
Твердый,4.7,34,2018,
Твердый,4.4,32,2010,
Твердый,4.6,2,2015,
Мягкий,4.9,13,2016,
Твердый,4.0,4,1998,
Твердый,4.0,12,2019,
Твердый,4.0,1,2010,
Твердый,4.0,10,2012,
Мягкий,4.6,161,2016,
Твердый,4.2,8,2018,
Твердый,4.7,4,2011,
Твердый,4.5,55,2016,
Другой,5.0,3,2012,
Мягкий,4.9,11,2015,
Твердый,5.0,1,1999,
Твердый,3.5,7,2018,
Твердый,4.1,12,2010,
Твердый,4.8,9,2018,
Твердый,3.5,16,2016,
Твердый,3.9,6,1995,
Твердый,5.0,2,2019,
Твердый,3.9,36,2008,
Мягкий,5.0,1,1994,
Твердый,2.5,2,2016,
Твердый,5.0,5,2012,
Мягкий,1.0,1,2017,
Твердый,4.6,8,2015,
Твердый,4.0,11,0,
Другой,5.0,1,1999,
Твердый,3.8,4,2012,
Твердый,3.9,6,2018,
Твердый,5.0,4,2014,
Мягкий,5.0,3,2014,
Твердый,1.0,2,2018,
Твердый,4.4,19,2014,
Твердый,4.4,35,2016,
Твердый,4.2,203,2009,
Твердый,4.3,40,2007,
Твердый,3.4,3,2018,
Твердый,4.0,1,2015,
Твердый,5.0,7,2018,
Твердый,4.5,4,2019,
Другой,5.0,2,2000,
Мягкий,3.0,1,2015,
Мягкий,5.0,1,2015,
Твердый,4.8,5,2019,
Твердый,4.5,2,2017,
Твердый,4.6,29,2017,
Твердый,4.5,5,2014,
Твердый,5.0,1,2016,
Твердый,3.9,12,2018,
Твердый,5.0,1,2019,
Твердый,4.1,85,2017,
Твердый,4.1,29,2016,
Твердый,3.4,5,2018,
Мягкий,4.0,1,2015,
Мягкий,4.7,83,2018,
Твердый,5.0,1,2019,
Твердый,4.7,22,2011,
Твердый,4.0,1,2008,
Твердый,5.0,3,2018,
Твердый,3.7,3,2014,
Твердый,4.1,2,2014,
Твердый,3.7,6,2010,
Твердый,3.0,10,2010,
Твердый,4.5,2,2018,
Твердый,5.0,1,2011,
Мягкий,4.0,1,2019,
Твердый,4.6,89,2018,
Твердый,5.0,1,2014,
Твердый,5.0,2,2018,
Твердый,3.5,6,2012,
Твердый,5.0,6,2005,
Мягкий,1.0,1,2007,
Твердый,3.9,27,2013,
Твердый,5.0,2,2008,
Твердый,4.2,3,2017,
Другой,4.5,40,2018,
Твердый,4.6,11,2015,
Твердый,4.0,3,2014,
Твердый,3.6,4,2016,
Другой,5.0,1,2010,
Твердый,4.6,165,2013,
Твердый,4.2,324,2005,
Твердый,5.0,1,2008,
Твердый,4.5,6,2014,
Твердый,5.0,1,2017,
Мягкий,4.7,5,2019,
Другой,4.5,2,1984,
Твердый,5.0,2,2007,
Твердый,4.1,29,2017,
Твердый,3.8,39,2003,
Мягкий,2.7,3,2017,
Твердый,4.0,9,1999,
Твердый,4.1,10,2015,
Твердый,4.0,1,2007,
Твердый,5.0,5,2016,
Твердый,5.0,1,2003,
Твердый,4.2,2,2011,
Твердый,3.9,42,2006,
Твердый,5.0,2,2015,
Твердый,5.0,1,2014,
Твердый,3.9,3,2010,
Мягкий,5.0,1,2017,
Твердый,3.8,42,2010,
Твердый,3.7,13,2012,
Твердый,5.0,2,2017,
Мягкий,4.4,15,2011,
Другой,4.0,2,1998,
Твердый,4.6,2,2015,
Мягкий,4.0,1,2014,
Мягкий,5.0,2,2009,
Твердый,4.4,52,2013,
Твердый,5.0,1,2011,
Мягкий,5.0,1,2018,
Твердый,3.9,15,2018,
Твердый,4.7,16,2018,
Твердый,3.8,28,2014,
Твердый,4.7,91,2016,
Твердый,4.3,10,2013,
Твердый,4.3,12,2018,
Мягкий,5.0,2,2014,
Твердый,4.6,9,2009,
Твердый,3.6,11,2014,
Твердый,4.9,9,2018,
Твердый,3.7,33,2011,
Твердый,3.7,6,1992,
Твердый,4.0,1,2013,
Твердый,5.0,3,2019,
Твердый,4.0,4,2012,
Твердый,3.8,82,2014,
Твердый,4.3,6,2018,
Мягкий,5.0,1,2012,
Твердый,3.8,5,2016,
Твердый,4.5,8,2018,
Твердый,4.5,168,2017,
Твердый,5.0,1,2003,
Мягкий,4.3,28,2018,
Твердый,5.0,1,2017,
Твердый,3.0,1,2002,
Мягкий,3.5,17,2018,
Твердый,3.4,104,2003,
Твердый,4.9,47,2017,
Твердый,4.5,44,2009,
Твердый,4.1,24,2015,
Твердый,5.0,2,2010,
Твердый,5.0,1,2016,
Твердый,4.9,10,2014,
Твердый,5.0,5,2019,
Твердый,4.4,15,2011,
Твердый,3.5,2,2017,
Твердый,3.4,5,2017,
Твердый,4.6,36,1993,
Твердый,5.0,1,2003,
Мягкий,5.0,6,2018,
Твердый,5.0,1,2017,
Твердый,5.0,6,2018,
Твердый,2.5,2,2014,
Твердый,5.0,1,2017,
Твердый,3.8,80,2018,
Твердый,4.8,8,2014,
Твердый,4.2,22,2016,
Твердый,5.0,2,2008,
Твердый,4.4,20,2012,
Твердый,4.5,20,2010,
Твердый,4.1,20,2016,
Твердый,5.0,1,2013,
Твердый,3.0,1,2006,
Твердый,4.3,74,2017,
Твердый,4.6,2,1995,
Твердый,5.0,1,2016,
Твердый,4.6,3,2004,
Твердый,4.4,14,2011,
Твердый,5.0,1,2018,
Твердый,4.2,32,2018,
Твердый,4.7,104,2015,
Твердый,4.6,6,2001,
Мягкий,5.0,3,2018,
Мягкий,4.9,11,2002,
Твердый,3.4,18,2009,
Твердый,4.9,77,2019,
Твердый,5.0,1,2015,
Твердый,3.7,15,2008,
Твердый,3.5,30,2013,
Твердый,3.7,4,2005,
Твердый,4.8,6,2014,
Твердый,4.4,4,2011,
Твердый,3.9,7,2019,
Твердый,5.0,1,2012,
Твердый,4.6,74,2015,
Другой,4.4,31,2000,
Твердый,5.0,2,2011,
Твердый,3.8,31,2018,
Твердый,3.9,13,2006,
Твердый,4.5,5,2011,
Твердый,3.0,30,2010,
Твердый,5.0,1,2017,
Твердый,3.0,1,2014,
Твердый,4.2,34,2010,
Твердый,3.5,6,2018,
Твердый,4.9,16,2019,
Твердый,3.8,20,2011,
Твердый,5.0,1,2016,
Мягкий,5.0,1,2019,
Твердый,4.3,25,2006,
Мягкий,5.0,1,2018,
Твердый,3.3,5,2006,
Твердый,4.0,2,1976,
Твердый,4.4,118,2009,
Твердый,4.6,53,2012,
Твердый,3.7,33,2018,
Твердый,4.8,61,2018,
Твердый,5.0,2,2014,
Твердый,5.0,5,2003,
Твердый,4.6,9,2005,
Твердый,4.6,20,2002,
Другой,4.5,46,2006,
Твердый,4.3,18,2017,
Твердый,5.0,1,2018,
Твердый,4.0,8,2015,
Твердый,4.1,2048,2016,
Твердый,4.3,24,2017,
Твердый,4.4,93,2014,
Твердый,4.7,4,2016,
Твердый,2.7,3,2016,
Твердый,4.5,9,2014,
Твердый,4.5,2,2018,
Твердый,3.8,17,2012,
Мягкий,5.0,2,2011,
Твердый,1.0,5,2015,
Твердый,4.2,14,2004,
Мягкий,4.6,678,2016,
Твердый,3.8,5,1994,
Твердый,4.4,95,2013,
Твердый,4.6,5,2011,
Другой,5.0,1,2018,
Твердый,5.0,1,2014,
Твердый,4.8,7,2004,
Твердый,4.6,10,2015,
Твердый,5.0,1,2017,
Твердый,5.0,13,2010,
Твердый,5.0,3,2018,
Твердый,3.9,34,2014,
Твердый,5.0,2,2012,
Мягкий,5.0,1,2012,
Твердый,5.0,2,0,
Твердый,4.0,1,2015,
Твердый,5.0,1,1997,
Твердый,3.8,3,2013,
Твердый,4.7,15,2001,
Твердый,5.0,1,2016,
Твердый,4.0,36,2015,
Твердый,4.0,1,1992,
Твердый,4.6,31,2013,
Твердый,3.8,4,2016,
Твердый,4.4,268,2017,
Другой,4.0,1,2018,
Твердый,4.8,6,2003,
Твердый,4.7,9,2009,
Твердый,3.4,8,2004,
Твердый,4.1,30,2016,
Мягкий,4.6,3,2010,
Твердый,4.6,2,2015,
Другой,3.3,3,2017,
Твердый,4.5,9,2016,
Твердый,5.0,1,2019,
Мягкий,4.9,10,2015,
Твердый,3.4,3,2019,
Твердый,3.9,32,1994,
Мягкий,4.4,45,2009,
Мягкий,4.0,9,2016,
Твердый,3.3,6,2009,
Твердый,4.5,5,2018,
Твердый,4.0,8,2011,
Твердый,4.0,52,2011,
Твердый,4.0,50,2011,
Твердый,3.9,2,2011,
Мягкий,4.6,223,2013,
Мягкий,4.3,21,2015,
Твердый,5.0,1,1996,
Твердый,5.0,3,2012,
Твердый,5.0,1,2016,
Твердый,5.0,4,2011,
Мягкий,4.5,2,1997,
Твердый,4.6,5,2013,
Твердый,3.7,15,2011,
Твердый,3.0,1,2018,
Мягкий,4.6,33,2016,
Твердый,4.5,16,2003,
Твердый,4.0,1,2016,
Твердый,5.0,1,2017,
Твердый,4.0,70,2018,
Твердый,4.0,19,2016,
Другой,3.9,14,2002,
Твердый,4.3,24,2018,
Мягкий,3.5,4,2016,
Твердый,3.7,5,2016,
Твердый,4.5,79,2014,
Твердый,3.9,7,2019,
Мягкий,4.4,5,2019,
Твердый,4.6,99,2018,
Твердый,4.2,21,2018,
Твердый,5.0,1,2008,
Мягкий,5.0,1,2009,
Твердый,3.7,13,2010,
Твердый,4.7,11,2017,
Твердый,4.3,30,1984,
Твердый,3.8,12,2014,
Твердый,4.0,1,2016,
Твердый,4.1,17,2011,
Мягкий,5.0,2,2019,
Твердый,4.2,45,2015,
Другой,4.0,1,2011,
Твердый,3.9,5,2001,
Твердый,4.4,10,2010,
Твердый,4.6,142,2016,
Твердый,4.0,1,2019,
Твердый,4.7,7,2018,
Мягкий,4.0,10,2018,
Твердый,4.0,1,2011,
Твердый,5.0,1,2010,
Твердый,4.6,143,2012,
Твердый,4.5,24,2015,
Твердый,5.0,3,2002,
Твердый,4.7,8,2005,
Твердый,4.6,3,1996,
Твердый,5.0,2,2014,
Твердый,4.2,463,2014,
Твердый,3.9,39,2012,
Мягкий,5.0,1,2018,
Твердый,4.6,3,2006,
Твердый,3.0,2,2018,
Твердый,4.5,70,2019,
Мягкий,4.3,33,2011,
Твердый,4.3,7,2016,
Твердый,3.5,6,2018,
Мягкий,4.6,7,2018,
Твердый,5.0,1,2014,
Твердый,4.0,1,2009,
Твердый,5.0,1,1980,
Твердый,4.6,3,2014,
Твердый,4.2,8,2012,
Твердый,4.3,21,2017,
Мягкий,2.9,3,2017,
Мягкий,4.6,44,2018,
Твердый,5.0,1,2008,
Твердый,4.4,26,2018,
Твердый,4.0,12,1995,
Твердый,4.7,14,2009,
Твердый,3.7,8,2013,
Твердый,3.3,7,2019,
Твердый,5.0,1,2017,
Твердый,4.7,825,2017,
Твердый,2.5,2,2016,
Твердый,4.7,4,2016,
Мягкий,3.9,11,2015,
Твердый,4.7,95,2019,
Твердый,3.6,5,2000,
Твердый,4.6,320,2011,
Твердый,4.3,218,2001,
Мягкий,5.0,1,2016,
Твердый,4.1,6,2014,
Мягкий,4.7,29,2018,
Твердый,4.8,50,2013,
Твердый,3.6,3,2014,
Твердый,5.0,3,2016,
Твердый,4.0,1,2015,
Твердый,4.3,11,2015,
Твердый,1.0,1,2007,
Твердый,5.0,2,2018,
Твердый,3.5,7,2019,
Твердый,5.0,1,2015,
Твердый,4.7,7,2014,
Твердый,4.5,241,2018,
Мягкий,4.4,11,2015,
Твердый,4.2,21,2016,
Твердый,1.0,2,2016,
Мягкий,4.4,14,2018,
Мягкий,5.0,1,2018,
Мягкий,4.3,3,2008,
Твердый,3.9,13,2018,
Твердый,3.0,1,2008,
Мягкий,3.4,3,2018,
Твердый,3.6,3,2017,
Твердый,5.0,3,2019,
Мягкий,4.3,4,2016,
Другой,4.2,24,2000,
Мягкий,5.0,2,2017,
Твердый,4.9,10,2005,
Твердый,5.0,1,2005,
Твердый,4.5,7,2013,
Твердый,3.7,8,1995,
Твердый,4.5,38,2010,
Твердый,4.4,10,2013,
Твердый,4.2,32,2010,
Твердый,4.3,22,2005,
Твердый,4.6,3,2009,
Твердый,3.9,4,2019,
Твердый,4.5,2,1997,
Твердый,4.7,4,2016,
Твердый,4.0,10,2016,
Твердый,3.3,40,2014,
Твердый,4.6,6,2004,
Твердый,4.0,1,1996,
Твердый,4.3,101,2006,
Твердый,2.9,4,2008,
Твердый,4.7,893,2017,
Другой,5.0,1,2008,
Твердый,4.6,6,2017,
Мягкий,4.5,52,2011,
Твердый,4.0,31,2018,
Твердый,3.3,27,2008,
Твердый,4.5,33,2014,
Твердый,5.0,3,2017,
Твердый,4.0,1,2009,
Другой,5.0,1,2008,
Твердый,4.1,57,2018,
Твердый,4.6,5,2015,
Твердый,5.0,2,2017,
Твердый,5.0,1,2018,
Твердый,4.9,16,2013,
Твердый,4.3,15,2018,
Твердый,3.0,2,2015,
Твердый,5.0,13,2019,
Мягкий,4.3,6,2018,
Твердый,4.8,6,2003,
Твердый,4.6,9,2006,
Твердый,4.4,7,2010,
Мягкий,3.5,132,0,
Твердый,3.8,163,2016,
Твердый,4.3,7,2010,
Другой,4.4,3,2016,
Твердый,5.0,4,1999,
Твердый,4.4,3,2009,
Твердый,4.6,143,2012,
Твердый,4.5,4,2016,
Твердый,4.4,12,2010,
Твердый,4.5,56,2012,
Мягкий,4.5,221,2017,
Другой,5.0,2,1992,
Мягкий,5.0,1,2018,
Твердый,3.5,13,2017,
Твердый,4.9,10,2016,
Твердый,3.7,23,2011,
Твердый,5.0,6,2005,
Твердый,4.5,268,2018,
Твердый,5.0,1,1996,
Твердый,4.0,1,2017,
Мягкий,5.0,1,2018,
Твердый,3.9,39,2012,
Твердый,4.2,133,1984,
Твердый,4.7,5,2016,
Твердый,4.6,3,2014,
Твердый,4.5,2,1994,
Твердый,4.6,3,1995,
Твердый,4.4,15,2011,
Твердый,3.6,31,2017,
Твердый,4.6,13,2019,
Твердый,5.0,1,2015,
Твердый,5.0,1,2007,
Твердый,4.8,5,2007,
Твердый,3.9,58,2013,
Твердый,3.6,4,1996,
Твердый,5.0,3,2017,
Твердый,4.5,7,2014,
Твердый,4.7,5,2013,
Твердый,3.9,16,2000,
Другой,5.0,1,2002,
Твердый,3.8,30,2010,
Твердый,4.2,14,2016,
Мягкий,4.0,181,2016,
Твердый,4.6,9,2016,
Твердый,3.7,29,2006,
Твердый,4.3,30,2008,
Твердый,5.0,1,2017,
Твердый,5.0,10,1989,
Твердый,4.4,4,2018,
Твердый,4.0,1,2008,
Твердый,5.0,1,2011,
Твердый,4.0,81,2014,
Твердый,5.0,8,2015,
Твердый,3.9,208,2015,
Мягкий,3.5,16,2016,
Твердый,5.0,1,2019,
Твердый,4.3,92,2017,
Твердый,4.2,37,2001,
Твердый,5.0,3,2016,
Другой,3.6,3,1991,
Твердый,5.0,1,2000,
Твердый,3.0,3,2013,
Твердый,4.4,9,2016,
Твердый,4.0,26,2010,
Мягкий,4.2,15,2009,
Твердый,4.5,215,2007,
Твердый,4.3,23,2016,
Твердый,4.7,175,2015,
Твердый,5.0,2,2018,
Твердый,4.0,1,2015,
Твердый,4.5,24,2015,
Твердый,4.3,25,2014,
Твердый,4.6,15,1997,
Твердый,4.0,1,2013,
Твердый,5.0,1,2016,
Мягкий,4.0,2,2009,
Твердый,4.7,4,2010,
Мягкий,3.4,4,2016,
Твердый,4.4,74,2012,
Твердый,4.5,6,2013,
Твердый,3.8,37,2018,
Твердый,4.6,234,2016,
Твердый,4.5,27,2018,
Твердый,3.7,3,2006,
Твердый,4.8,19,2014,
Твердый,3.9,12,1996,
Твердый,2.8,2,2010,
Твердый,3.8,3,2007,
Твердый,3.7,9,2014,
Твердый,4.8,5,2017,
Твердый,3.9,10,2002,
Твердый,4.4,23,2018,
Твердый,4.4,65,2014,
Твердый,4.0,1,1986,
Твердый,4.5,11,2018,
Твердый,4.5,13,2016,
Твердый,4.4,238,2011,
Твердый,5.0,1,2015,
Твердый,4.0,24,2018,
Твердый,4.4,91,2019,
Твердый,4.3,19,2012,
Твердый,4.5,70,2014,
Твердый,5.0,5,2006,
Мягкий,4.2,41,2014,
Твердый,4.8,46,2018,
Твердый,4.3,37,2017,
Твердый,4.2,115,2016,
Твердый,4.5,15,2019,
Твердый,5.0,1,2008,
Мягкий,4.6,29,2001,
Твердый,4.3,27,2018,
Твердый,4.4,168,2016,
Твердый,4.0,4,2014,
Другой,5.0,2,2000,
Твердый,4.0,31,2018,
Твердый,4.5,2,2011,
Твердый,3.8,50,2018,
Твердый,5.0,2,2011,
Твердый,5.0,4,2017,
Твердый,3.9,23,1976,
Твердый,3.7,6,2016,
Твердый,3.9,29,2017,
Твердый,4.7,4,2012,
Мягкий,4.7,296,2011,
Мягкий,5.0,6,2014,
Твердый,4.4,23,2017,
Твердый,3.0,1,1991,
Твердый,4.0,10,2011,
Твердый,4.1,15,2016,
Твердый,5.0,2,2018,
Мягкий,4.5,2,2018,
Твердый,4.5,16,1989,
Твердый,4.8,10,2018,
Мягкий,4.2,40,2018,
Твердый,3.0,1,2000,
Твердый,4.5,26,2014,
Твердый,5.0,2,2016,
Твердый,4.2,5,2017,
Мягкий,1.0,1,2016,
Твердый,1.0,1,2015,
Мягкий,4.0,1,2011,
Твердый,5.0,8,2015,
Твердый,5.0,2,2018,
Твердый,4.3,3,2012,
Твердый,3.7,10,2006,
Твердый,3.5,3,2016,
Твердый,4.3,4,2018,
Мягкий,5.0,1,2018,
Мягкий,3.6,5,2018,
Твердый,4.1,12,2016,
Твердый,4.0,30,2012,
Твердый,4.8,52,2013,
Твердый,4.4,152,2010,
Твердый,5.0,2,2009,
Твердый,4.7,4,2008,
Твердый,4.3,6,2016,
Твердый,5.0,1,2016,
Твердый,2.9,2,1997,
Твердый,5.0,1,2016,
Твердый,4.7,30,2016,
Твердый,3.9,10,1998,
Твердый,4.1,11,2019,
Твердый,4.4,250,1999,
Твердый,4.3,21,2019,
Твердый,4.5,2005,2013,
Твердый,4.4,21,2013,
Твердый,4.2,9,2006,
Мягкий,4.2,40,2014,
Твердый,3.2,8,2009,
Твердый,4.2,27,2008,
Твердый,4.3,7,2017,
Твердый,5.0,2,2004,
Мягкий,4.7,10,2016,
Твердый,5.0,1,2008,
Твердый,4.5,9,2009,
Мягкий,4.6,6,2019,
Мягкий,4.0,1,2018,
Твердый,5.0,4,2006,
Мягкий,5.0,6,1995,
Твердый,3.8,16,2017,
Мягкий,4.7,12,2019,
Мягкий,3.7,18,2010,
Твердый,4.8,27,2017,
Твердый,4.2,36,2013,
Твердый,5.0,1,2012,
Мягкий,3.5,4,2016,
Твердый,4.0,130,2018,
Твердый,4.4,133,2012,
Твердый,1.0,1,2019,
Мягкий,4.2,6,2015,
Твердый,3.7,43,2015,
Мягкий,4.8,6,2018,
Мягкий,5.0,1,2019,
Твердый,4.4,6,2010,
Твердый,5.0,1,2016,
Твердый,5.0,4,2015,
Твердый,4.4,20,2012,
Твердый,4.1,16,2018,
Мягкий,4.3,14,2019,
Другой,4.7,4,1987,
Твердый,5.0,2,2013,
Твердый,4.5,2,2007,
Мягкий,5.0,1,2016,
Мягкий,4.1,23,2014,
Твердый,4.3,99,2008,
Другой,5.0,8,2017,
Твердый,4.0,55,2017,
Твердый,4.7,5,2019,
Мягкий,4.4,14,2015,
Твердый,3.9,11,2010,
Твердый,4.2,3,2016,
Твердый,3.1,24,2010,
